gains_matrix_front1,gains_matrix_front2,gains_matrix_front3,gains_matrix_front4,gains_matrix_front5,gains_matrix_front6,gains_matrix_front7,gains_matrix_front8,gains_matrix_front9,gains_matrix_front10,gains_matrix_front11,gains_matrix_front12,gains_matrix_front13,gains_matrix_front14,gains_matrix_front15,gains_matrix_front16,gains_matrix_front17,gains_matrix_front18,gains_matrix_front19,gains_matrix_front20,gains_matrix_front21,gains_matrix_front22,gains_matrix_front23,gains_matrix_front24,gains_matrix_front25,gains_matrix_front26,gains_matrix_front27,gains_matrix_front28,gains_matrix_front29,gains_matrix_front30,gains_matrix_front31,gains_matrix_front32,gains_matrix_front33,gains_matrix_front34,gains_matrix_front35,gains_matrix_front36,gains_matrix_front37,gains_matrix_front38,gains_matrix_front39,gains_matrix_front40,gains_matrix_front41,gains_matrix_front42,gains_matrix_front43,gains_matrix_front44,gains_matrix_front45,gains_matrix_front46,gains_matrix_front47,gains_matrix_front48,gains_matrix_front49,gains_matrix_front50,gains_matrix_front51,gains_matrix_front52,gains_matrix_front53,gains_matrix_front54,gains_matrix_front55,gains_matrix_front56,gains_matrix_front57,gains_matrix_front58,gains_matrix_front59,gains_matrix_front60,gains_matrix_front61,gains_matrix_front62,gains_matrix_front63,gains_matrix_front64,gains_matrix_front65,gains_matrix_front66,gains_matrix_front67,gains_matrix_front68,gains_matrix_front69,gains_matrix_front70,gains_matrix_front71,gains_matrix_front72,gains_matrix_front73,gains_matrix_front74,gains_matrix_front75,gains_matrix_front76,gains_matrix_front77,gains_matrix_front78,gains_matrix_front79,gains_matrix_front80,gains_matrix_front81,gains_matrix_front82,gains_matrix_front83,gains_matrix_front84,gains_matrix_front85,gains_matrix_front86,gains_matrix_front87,gains_matrix_front88,gains_matrix_front89,gains_matrix_front90,gains_matrix_front91,gains_matrix_front92,gains_matrix_front93,gains_matrix_front94,gains_matrix_front95,gains_matrix_front96,gains_matrix_front97,gains_matrix_front98,gains_matrix_front99,gains_matrix_front100,gains_matrix_front101,gains_matrix_front102,gains_matrix_front103,gains_matrix_front104,gains_matrix_front105,gains_matrix_front106,gains_matrix_front107,gains_matrix_front108,gains_matrix_front109,gains_matrix_front110,gains_matrix_front111,gains_matrix_front112,gains_matrix_front113,gains_matrix_front114,gains_matrix_front115,gains_matrix_front116,gains_matrix_front117,gains_matrix_front118,gains_matrix_front119,gains_matrix_front120,gains_matrix_front121,gains_matrix_front122,gains_matrix_front123,gains_matrix_front124,gains_matrix_front125,gains_matrix_front126,gains_matrix_front127,gains_matrix_front128
10000,1.38,0.050901595005538,0.279612913469652,0.00776370604988792,1.23202296686881,0.0147655721601614,0.106570053003622,0.00531628184092115,0.00530404573247186,0.00529179312472283,0.00527952275469341,0.0052672332925299,0.00525492333895398,0.00524259142028298,0.00523023598638127,0.00521785540411341,0.00520544795660883,0.00519301183410589,0.00518054513624593,0.00516804585861616,0.00515551190197329,0.00514294105247034,0.00513033100785739,0.00511767935285198,0.00510498363277088,0.00509224135025068,0.00507945019392709,-0.00681772900058733,-0.00679647445554277,-0.00677523545126602,-0.00675401191409426,-0.00673280394603821,-0.00671161140558057,-0.00669043448851976,-0.00666927292285362,-0.00664812708412507,-0.00662699644896958,-0.00660588173649231,-0.0065847819371823,-0.00656369842274798,-0.00654262923495642,-0.00652157696705101,-0.00650053777210038,-0.00647951644897029,-0.00645850522878903,-0.00643751252656346,-0.00641652173922972,-0.00639554548911661,-0.00637454445441448,-0.00635352724522861,-0.00633252606144605,-0.00631153677706061,-0.00629057225248299,-0.00626962866058958,-0.00624871207008595,-0.00622782035143818,-0.00620695675339171,-0.00618612035508749,-0.0061653130759633,-0.00614453467606298,-0.00612378639323281,-0.00610306833388389,-0.00608238136447878,-0.00606172575199983,-0.00604110214874833,-0.006020510884635,-0.00599995248033942,-0.00597942727921836,-0.00595893571494462,-0.00593847812027066,-0.00591805486680568,-0.0058976662658383,-0.00587731264149834,-0.00585699427947655,-0.00583671146547193,-0.00581646445881417,-0.00579625351279642,-0.00577607886123454,-0.00575594072934006,-0.00573583932698743,-0.00571577485462949,-0.00569574750003394,-0.00567575744159484,-0.00565580484684989,-0.00563588987441259,-0.00561601267339603,-0.0055961733846076,-0.00557637214042773,-0.00555660906559987,-0.0055368842773264,-0.00551719788583185,-0.00549754999456261,-0.00547794070061653,-0.005458370094978,-0.00543883826285818,-0.00541934528394266,-0.00539989123268756,-0.00538047617854511,-0.00536110018621957,-0.00534176331588386,-0.00532246562340545,-0.00530320716054369,-0.00528398797515215,-0.0052648081113587,-0.00524566760974932,-0.00522656650752713,-0.00520750483867803,-0.00518848263410717,-0.00516949992181381,-0.00515055672699569,-0.00513165307220496,-0.00511278897744593,-0.0050939644603097,-0.00507517953608893,-0.00505643421787533,-0.00503772851665728,-0.00501906244142796,-0.00500043599925957,-0.00498184919538908,-0.00496330203334698,-0.00494479451496464,-0.00492632664049628,-0.00490789840865902,-0.00488950981675786,-0.00487116086070303,-0.00485285153507794,-0.00483458183317981
10000,2.78,0.0440042578239152,0.21665920052729,0.0134537727614116,1.21988017796007,0.027747010622717,0.186640267075749,0.00929662810097428,0.00926120697085688,0.00922574672851531,0.00919024397686215,0.00915469515101828,0.0091190965134402,0.00908344415021496,0.00904773396909636,0.00901196170007123,0.00897612289953567,0.00894021295956015,0.00890422712426209,0.00886816051604227,0.00883200817544301,0.00879576511974831,0.00875942642730091,0.00872298735703047,0.00868644351610806,0.00864979109324452,0.00861302718109056,-0.0137873587816243,-0.0137205892436034,-0.0136538738651926,-0.0135872125551571,-0.0135206051894385,-0.0134540515993455,-0.0133875515554964,-0.0133211047459846,-0.0132547107466884,-0.0131883689808987,-0.0131220786644233,-0.0130558387309391,-0.0129896477304914,-0.0129235036914737,-0.0128574039329634,-0.0127913448095959,-0.0127253213650287,-0.0126593268632549,-0.0125933521681265,-0.012527385012052,-0.0124614097522109,-0.0123954120515775,-0.0123294187168657,-0.0122634545513078,-0.012197539772264,-0.012131690698445,-0.0120659206455433,-0.0120002406461175,-0.0119346599908224,-0.0118691866307226,-0.0118038274761951,-0.0117385886194672,-0.0116734755008456,-0.0116084930333965,-0.0115436456969529,-0.0114789376094467,-0.011414372581458,-0.0113499541583153,-0.0112856856529424,-0.011221570171816,-0.0111576106357497,-0.0110938097968036,-0.011030170252261,-0.0109666944563648,-0.0109033847303458,-0.0108402432711152,-0.0107772721589122,-0.0107144733641288,-0.0106518487534577,-0.0105894000954939,-0.0105271290658832,-0.0104650372520776,-0.0104031261577618,-0.0103413972069952,-0.0102798517480825,-0.0102184910572317,-0.0101573163419867,-0.0100963287444863,-0.0100355293445316,-0.00997491916249654,-0.00991449916209251,-0.009854270252985,-0.00979423329327616,-0.00973438909186556,-0.00967473841069184,-0.00961528196686026,-0.00955602043465976,-0.00949695444750545,-0.0094380845997423,-0.00937941144840277,-0.00932093551484603,-0.0092626572863394,-0.00920457721755258,-0.00914669573197533,-0.00908901322327077,-0.00903153005656195,-0.00897424656966663,-0.00891716307424515,-0.00886027985691977,-0.00880359718033602,-0.00874711528414212,-0.00869083438598336,-0.00863475468237344,-0.00857887634957189,-0.00852319954442857,-0.00846772440515308,-0.00841245105205033,-0.00835737958824509,-0.00830251010037391,-0.00824784265918539,-0.00819337732022818,-0.00813911412437317,-0.00808505309837845,-0.00803119425546547,-0.00797753759580281,-0.00792408310696939,-0.007870830764409,-0.00781778053193949,-0.00776493236260664,-0.00771228619820918
10000,5.56,0.0331802928327379,0.154620679521922,0.0220640699916128,1.19109337745096,0.0503290395456765,0.309859204404872,0.0154017003906602,0.0153104153300648,0.0152191004977795,0.0151277512354144,0.0150363627806253,0.0149449302848746,0.0148534488359476,0.0147619134860943,0.0146703192868231,0.0145786613315314,0.0144869348073609,0.0143951350578769,0.014303257658424,0.014211298506276,0.014119253927987,0.014027120806634,0.0139348967318871,0.0138425801759881,0.0137501706986321,0.0136576691832289,-0.0283502531340269,-0.0281599106879469,-0.0279697242175509,-0.0277796923848564,-0.0275898136327975,-0.0274000861499553,-0.0272105078300437,-0.0270210762256815,-0.0268317884961979,-0.0266426413496522,-0.0264536309801163,-0.026264753002862,-0.0260760023929768,-0.0258873734380055,-0.0256988597241308,-0.0255104541908617,-0.0253221493159474,-0.0251339375383383,-0.0249458121063228,-0.0247577686742109,-0.0245698082047258,-0.0243819421352242,-0.0241942014532347,-0.0240066172122113,-0.0238192199950873,-0.0236320396149763,-0.0234451049549724,-0.0232584438895968,-0.0230720832541604,-0.0228860488421778,-0.0227003654191543,-0.0225150567457888,-0.0223301456064687,-0.0221456538405809,-0.0219616023751489,-0.021778011257879,-0.0215948996900515,-0.0214122860589147,-0.0212301879693576,-0.021048622274735,-0.020867605106748,-0.0206871519043448,-0.0205072774416041,-0.0203279958546022,-0.0201493206672576,-0.0199712648161721,-0.0197938406744706,-0.0196170600746765,-0.0194409343306374,-0.0192654742585218,-0.0190906901969353,-0.0189165920261614,-0.0187431891865748,-0.0185704906962419,-0.0183985051677531,-0.0182272408243222,-0.0180567055151477,-0.0178869067301089,-0.0177178516137939,-0.0175495469789115,-0.0173819993190965,-0.0172152148211338,-0.0170491993766444,-0.0168839585932441,-0.0167194978051986,-0.0165558220836057,-0.0163929362461151,-0.016230844866224,-0.0160695522821544,-0.0159090626053209,-0.0157493797284579,-0.0155905073333428,-0.0154324488982172,-0.015275207704859,-0.015118786845363,-0.0149631892286087,-0.0148084175864393,-0.0146544744796215,-0.0145013623034997,-0.0143490832934167,-0.0141976395299279,-0.0140470329437781,-0.0138972653206557,-0.0137483383058119,-0.0136002534083599,-0.0134530120055487,-0.0133066153467597,-0.0131610645573865,-0.0130163606425342,-0.0128725044905611,-0.0127294968765229,-0.0125873384654738,-0.0124460298156007,-0.0123055713812152,-0.0121659635157791,-0.0120272064746365,-0.0118893004177131,-0.0117522454121696,-0.0116160414346643,-0.0114806883744007
10000,8.33,0.0292001478190529,0.133148933621924,0.0300854527866726,1.20096482134795,0.0724709201719246,0.421924482755147,0.0209363904550704,0.0207766107595583,0.0206168823808024,0.0204572027151553,0.0202975692535272,0.0201379796134468,0.0199784315759341,0.0198189231277842,0.0196594525099249,0.019500018272578,0.0193406193380265,0.0191812550718629,0.0190219253636683,0.0188626307181414,0.0187033723577593,0.018544152338099,0.018384973676971,0.0182258404985021,0.0180667581932232,0.0179077335950655,-0.0461867554324812,-0.0458192767388294,-0.0454521049508141,-0.04508523813784,-0.0447186741796143,-0.0443524107574659,-0.0439864453496065,-0.043620775232604,-0.0432553974922626,-0.0428903090483712,-0.0425255066995436,-0.0421609871967482,-0.0417967473574377,-0.041432784236669,-0.0410690953777734,-0.0407056791735498,-0.0403425353804687,-0.0399796658440997,-0.0396170755154466,-0.0392547738671969,-0.0388927768589592,-0.0385311096551508,-0.0381698103738326,-0.0378089196184416,-0.0374484799464487,-0.0370885354115193,-0.0367291311687729,-0.0363703131344537,-0.036012127692675,-0.035654621443044,-0.0352978409838667,-0.0349418327263764,-0.0345866427360657,-0.0342323165977193,-0.0338788993011747,-0.0335264351452303,-0.0331749676574447,-0.0328245395278231,-0.0324751925546452,-0.0321269676009243,-0.0317799045601111,-0.0314340423298677,-0.0310894187928632,-0.0307460708036365,-0.0304040341807411,-0.0300633437034362,-0.0297240331122778,-0.0293861351130591,-0.0290496813836096,-0.0287147025830114,-0.0283812283628531,-0.0280492873801842,-0.027718907311881,-0.027390114870158,-0.0270629358190097,-0.0267373949913856,-0.0264135163069099,-0.0260913227900249,-0.0257708365884088,-0.0254520789915683,-0.0251350704495012,-0.0248198305913645,-0.0245063782440397,-0.0241947314505974,-0.0238849074885544,-0.023576922887909,-0.0232707934489098,-0.0229665342595569,-0.0226641597127592,-0.0223636835231814,-0.0220651187437615,-0.0217684777818438,-0.021473772414963,-0.0211810138062817,-0.0208902125196406,-0.0206013785342588,-0.02031452125904,-0.0200296495465498,-0.0197467717066375,-0.0194658955196564,-0.0191870282494228,-0.0189101766557428,-0.0186353470066915,-0.0183625450904992,-0.0180917762271678,-0.0178230452797779,-0.017556356665482,-0.0172917143661583,-0.0170291219389027,-0.0167685825261714,-0.0165100988656067,-0.0162536732997324,-0.015999307785295,-0.0157470039024202,-0.0154967628635717,-0.0152485855220531,-0.0150024723807689,-0.0147584235999918,-0.0145164390076423,-0.0142765180961821
10000,11.11,0.0263690753344991,0.119050226565001,0.0366607258687289,1.19118679477964,0.0920090408238119,0.514127692623933,0.0254789904114453,0.0252517976750567,0.0250248080489137,0.0247980234184146,0.0245714459584905,0.0243450781679714,0.0241189229076378,0.023892983442324,0.0236672634874748,0.0234417672605884,0.0232164995380196,0.0229914657176526,0.0227666718879949,0.0225421249042854,0.022317832472252,0.022093803240197,0.0218700469001292,0.0216465742987029,0.0214233975587546,0.0212005302122646,-0.0669638779519588,-0.0663801577967418,-0.065796952837809,-0.0652142630626424,-0.0646320885849787,-0.0640504296868932,-0.0634692868718588,-0.0628886609314269,-0.0623085530287961,-0.0617289648033025,-0.0611498985007906,-0.060571357135997,-0.0599933446944813,-0.0594158663834025,-0.0588389289425767,-0.0582625410298886,-0.0576867136984159,-0.057111460986568,-0.0565368006474992,-0.0559627550500743,-0.055389352291097,-0.0548166275676452,-0.0542446248695584,-0.0536733933469256,-0.053102986611268,-0.052533462099956,-0.0519648804991593,-0.0513973052208433,-0.0508308019295128,-0.0502654381146757,-0.0497012827052237,-0.0491384057221743,-0.0485768779664868,-0.048016770738871,-0.0474581555887755,-0.0469011040899217,-0.0463456876400046,-0.0457919772823294,-0.0452400435473601,-0.0446899563123521,-0.0441417846773445,-0.0435955968559568,-0.0430514600796375,-0.0425094405140013,-0.0419696031861435,-0.041432011921826,-0.0408967292915969,-0.0403638165649362,-0.0398333336716587,-0.0393053391698227,-0.0387798902194921,-0.0382570425618005,-0.037736850502682,-0.0372193669008878,-0.0367046431597783,-0.0361927292225036,-0.0356836735702257,-0.0351775232230377,-0.0346743237433264,-0.0341741192412233,-0.033676952381999,-0.0331828643951245,-0.0326918950848527,-0.0322040828420933,-0.0317194646573832,-0.0312380761349831,-0.0307599515077674,-0.0302851236529231,-0.0298136241083046,-0.0293454830893021,-0.028880729506262,-0.0284193909822693,-0.0279614938713068,-0.0275070632766556,-0.0270561230695616,-0.0266086959080055,-0.0261648032556558,-0.0257244654009266,-0.0252877014760611,-0.0248545294762497,-0.0244249662786877,-0.0239990276617702,-0.0235767283240648,-0.0231580819032689,-0.0227431009951503,-0.0223317971722937,-0.0219241810028343,-0.0215202620689054,-0.0211200489851405,-0.0207235494168819,-0.0203307700984736,-0.0199417168509647,-0.0195563946000172,-0.0191748073935001,-0.0187969584191314,-0.0184228500220295,-0.0180524837202992,-0.0176858602244512,-0.0173229794554251,-0.0169638405507116
10000,13.88,0.0201916247402886,0.0913655657030758,0.0370241097904262,1.04744530753604,0.0974422735839123,0.530375996072455,0.0262771210879309,0.0260357453834658,0.0257946775157762,0.0255539226065035,0.0253134860938396,0.0250733737546313,0.0248335917282878,0.0245941465426596,0.0243550451420802,0.0241162949177772,0.0238779037408867,0.0236398799983264,0.0234022326318126,0.0231649711803385,0.0229281058264623,0.0226916474468001,0.0224556076671529,0.022219998922755,0.0219848345241796,0.0217501287295022,-0.0813068965107,-0.0806084182505547,-0.0799105865159678,-0.0792134044673455,-0.0785168756848591,-0.0778210042248826,-0.0771257946840973,-0.0764312522723163,-0.0757373828952229,-0.0750441932483885,-0.0743516909241152,-0.0736598845328733,-0.0729687838413358,-0.0722783999293014,-0.0715887453681124,-0.070899834423525,-0.0702116832864194,-0.0695243103351964,-0.0688377364342218,-0.068151985273351,-0.0674670837541653,-0.0667830624294532,-0.0660999560032736,-0.0654178047987443,-0.0647366541274441,-0.0640565537153512,-0.0633775571799283,-0.0626997215535423,-0.0620231068488888,-0.0613477756624902,-0.0606737928128135,-0.0600012250097889,-0.0593301405529353,-0.0586606090554902,-0.0579927011922552,-0.0573264884690543,-0.0566620430119113,-0.0559994373742694,-0.0553387443606548,-0.0546800368654464,-0.0540233877254291,-0.0533688695850274,-0.0527165547731333,-0.0520665151906078,-0.0514188222075764,-0.0507735465697498,-0.0501307583130268,-0.0494905266857539,-0.0488529200780575,-0.0482180059576272,-0.0475858508115538,-0.0469565200936969,-0.0463300781772037,-0.0457065883117578,-0.0450861125852396,-0.0444687118894734,-0.0438544458897369,-0.0432433729977739,-0.0426355503481013,-0.0420310337772646,-0.0414298778059917,-0.0408321356238579,-0.0402378590764789,-0.0396470986548614,-0.0390599034869401,-0.0384763213309649,-0.0378963985708412,-0.0373201802130424,-0.0367477098851222,-0.0361790298357354,-0.0356141809359876,-0.0350532026820687,-0.0344961331990272,-0.0339430092457513,-0.0333938662207915,-0.0328487381693179,-0.0323076577908249,-0.0317706564477807,-0.0312377641748311,-0.0307090096890405,-0.0301844204003573,-0.029664022423107,-0.0291478405877129,-0.0286358984531778,-0.0281282183197992,-0.0276248212425365,-0.0271257270447774,-0.0266309543322199,-0.0261405205074038,-0.0256544417842658,-0.0251727332032703,-0.0246954086465261,-0.0242224808532524,-0.0237539614355164,-0.0232898608939079,-0.0228301886337711,-0.0223749529811415,-0.0219241612008846,-0.0214778194998147,-0.0210359330756051
10000,16.67,0.0159624643180442,0.0724513166486936,0.0364365090509404,0.917008468143559,0.0994873175729697,0.532155899222919,0.0263637184119429,0.0261199955121531,0.0258766326218665,0.025633636391848,0.0253910137766932,0.0251487720487547,0.0249069188129206,0.0246654620223379,0.0244244099951875,0.0241837714326311,0.0239435554380696,0.0237037715378701,0.0234644297037416,0.023225540376964,0.0229871144947048,0.0227491635186863,0.022511699466506,0.0222747349459508,0.0220382831926917,0.0218023581117968,-0.0951374250252735,-0.0943389798745603,-0.0935412950628721,-0.09274437634383,-0.0919482300477069,-0.0911528631313093,-0.0903582832312322,-0.0895644987206577,-0.0887715187697156,-0.0879793534095177,-0.0871880135998955,-0.0863975113008352,-0.0856078595475996,-0.0848190725294118,-0.0840311656715814,-0.0832441557208594,-0.0824580608336831,-0.0816729006669439,-0.0808886964707417,-0.0801054711824929,-0.0793232495215321,-0.07854205808331,-0.0777619254319108,-0.0769828857490066,-0.0762049782623497,-0.0754282467284189,-0.0746527389633532,-0.0738785064169052,-0.0731056037848163,-0.0723340886554699,-0.0715640211871701,-0.0707954638128322,-0.0700284809692128,-0.0692631388481245,-0.0684995051674065,-0.0677376489596839,-0.06697764037715,-0.066219550510776,-0.0654634512226789,-0.0647094149903123,-0.0639575147615324,-0.0632078238194828,-0.0624604156565505,-0.0617153638565868,-0.0609727419847427,-0.060232623484393,-0.0594950815805557,-0.0587601891893636,-0.0580280188332237,-0.0572986425612224,-0.0565721318744897,-0.0558485576562497,-0.0551279901061742,-0.0544104986789593,-0.05369615202677,-0.0529850179454004,-0.0522771633239936,-0.0515726540980713,-0.0508715552058046,-0.0501739305473186,-0.0494798429469102,-0.0487893541180548,-0.0481025246310794,-0.047419413883381,-0.0467400800720937,-0.0460645801691143,-0.0453929698983376,-0.0447253037150316,-0.0440616347873363,-0.0434020149796626,-0.0427464948380375,-0.0420951235772269,-0.0414479490695407,-0.0408050178354408,-0.0401663750355659,-0.0395320644644218,-0.0389021285453827,-0.0382766083271927,-0.0376555434817257,-0.0370389723030167,-0.0364269317074666,-0.0358194572352558,-0.035216583052821,-0.034618341956314,-0.0340247653760375,-0.0334358833819256,-0.0328517246898251,-0.0322723166685978,-0.0316976853480702,-0.0311278554276045,-0.0305628502856586,-0.030002691989546,-0.0294474013063202,-0.0288969977139514,-0.0283514994132327,-0.0278109233396005,-0.0272752851770225,-0.0267445993694216,-0.0262188791396903,-0.0256981365079217
10000,19.44,0.014272137611257,0.0647423294297508,0.0375635923356714,0.851105380738625,0.104952720035599,0.553152684920073,0.0273962661703025,0.0271353141646887,0.0268747863425969,0.0266146911376236,0.0263550373136174,0.0260958339751538,0.0258370905784624,0.0255788169428647,0.0253210232628176,0.0250637201206511,0.0248069185001244,0.024550629800915,0.024294865854219,0.0240396389396116,0.0237849618033937,0.0235308476786378,0.0232773103072145,0.0230243639640895,0.0227720234842336,0.022520304292542,-0.114830404817838,-0.113860358215484,-0.112891256812058,-0.111923109679828,-0.110955926656105,-0.10998971838775,-0.109024496376026,-0.108060273021437,-0.107097061668225,-0.106134876647893,-0.105173733321322,-0.104213648118727,-0.103254638576776,-0.102296723371913,-0.101339922349054,-0.100384256544379,-0.0994297482010879,-0.0984764207766667,-0.097524298940068,-0.0965734085570597,-0.0956237766617501,-0.0946754314120979,-0.0937284020269434,-0.0927827242444361,-0.0918384396892226,-0.0908955953024812,-0.0899542428277393,-0.0890144383461635,-0.088076241855662,-0.0871397168888338,-0.0862049301652266,-0.0852719512740206,-0.0843408523835494,-0.0834117079746668,-0.0824845945950965,-0.0815595906324675,-0.0806367761038629,-0.0797162324600427,-0.0787980424027321,-0.0778822897135531,-0.0769690590933622,-0.0760584360109656,-0.0751505065602229,-0.0742453573248189,-0.0733430752499254,-0.072443747520273,-0.0715474614440188,-0.0706543043420466,-0.0697643634422817,-0.0688777257787477,-0.067994478095069,-0.067114706752163,-0.0662384976400089,-0.0653659360932217,-0.0644971068103672,-0.0636320937768626,-0.0627709801913089,-0.061913848395259,-0.0610607798062823,-0.0602118548542106,-0.0593671529205684,-0.0585267522810448,-0.057690730051082,-0.0568591621343578,-0.0560321231741794,-0.0552096865078001,-0.0543919241234095,-0.0535789066200082,-0.0527707031699072,-0.0519673814837791,-0.0511690077784271,-0.0503756467469609,-0.0495873615314781,-0.0488042136980718,-0.0480262632142323,-0.0472535684284778,-0.0464861860521875,-0.0457241711436223,-0.0449675770937317,-0.0442164556146528,-0.0434708567291702,-0.0427308287629411,-0.0419964183379777,-0.0412676703679519,-0.0405446280555456,-0.0398273328908137,-0.0391158246515247,-0.0384101414048682,-0.0377103195104669,-0.0370163936248804,-0.0363283967073416,-0.0356463600266441,-0.0349703131693688,-0.0343002840490614,-0.0336362989167014,-0.0329783823715283,-0.0323265573784034,-0.0316808452541511,-0.0310412658884815,-0.0304078363822049
10000,22.22,0.0110615506745593,0.0505050360147853,0.0345071563462607,0.716714067577271,0.099114263630115,0.519708558321062,0.0257503216245274,0.0255155843216295,0.0252812230779295,0.0250472452233568,0.0248136583532081,0.0245804703342587,0.0243476893110114,0.0241153237121272,0.0238833822570889,0.02365187396316,0.0234208081527115,0.0231901944610035,0.022960042844521,0.0227303635899795,0.0225011673241343,0.0222724650245456,0.0220442680314748,0.0218165880611074,0.0215894372203293,0.0213628280233049,-0.123488040556826,-0.122499222568241,-0.121511359753752,-0.12052446129508,-0.119538537059433,-0.118553597626023,-0.117569654311002,-0.116586719190345,-0.115604805120218,-0.114623925754271,-0.113644095557236,-0.112665329814191,-0.111687644634706,-0.110711056951111,-0.109735584509949,-0.10876124585568,-0.107788060305559,-0.106816047914547,-0.105845229428986,-0.104875626227748,-0.10390726024933,-0.102940153903388,-0.101974329965009,-0.101009816612893,-0.100046646932629,-0.0990848584709624,-0.0981244928353823,-0.0971655953338571,-0.0962082146500576,-0.0952524025499407,-0.0942982136158936,-0.093345705005182,-0.092394936229677,-0.0914459689542473,-0.0904988668114558,-0.089553695230531,-0.0886105212787429,-0.0876694135136649,-0.0867304418448363,-0.0857936774037216,-0.0848591924207892,-0.0839270601089427,-0.0829973545524149,-0.0820701506005391,-0.0811455237657819,-0.0802235501256436,-0.0793043062279282,-0.0783878689991595,-0.0774743156558286,-0.0765637236182557,-0.0756561704269513,-0.0747517336612631,-0.0738504908603022,-0.0729525194460015,-0.0720578966482835,-0.0711666994323487,-0.0702790044280135,-0.0693948878610434,-0.0685144254866984,-0.0676376925252208,-0.0667647635994322,-0.0658957126745227,-0.0650306129998179,-0.0641695370528668,-0.0633125564855324,-0.0624597420723078,-0.0616111636608393,-0.0607668901246116,-0.0599269893178342,-0.0590915280325496,-0.0582605719578603,-0.0574341856414466,-0.0566124324531809,-0.0557953745509257,-0.0549830728484668,-0.0541755869855552,-0.0533729753000991,-0.0525752948023199,-0.0517826011509448,-0.050994948631482,-0.0502123901363282,-0.0494349771468298,-0.0486627597172393,-0.0478957864604059,-0.0471341045352929,-0.0463777596361311,-0.0456267959833889,-0.0448812563161964,-0.0441411818864304,-0.0434066124541852,-0.0426775862848352,-0.0419541401473573,-0.041236309314211,-0.0405241275622323,-0.0398176271747673,-0.0391168389460965,-0.0384217921836593,-0.0377325147190796,-0.0370490328969829,-0.0363713716057328
10000,25,0.00825191677839521,0.0380318366325229,0.0304849622798631,0.58475682804396,0.0897667745206893,0.47074597141288,0.0233390869724087,0.0231411677904826,0.0229435463273308,0.0227462280746471,0.0225492187168183,0.0223525241343745,0.0221561504074473,0.0219601038192579,0.0217643908596688,0.0215690182288326,0.0213739928409843,0.0211793218284272,0.0209850125457738,0.0207910725745099,0.0205975097279645,0.0204043320567747,0.0202115478549524,0.0200191656666698,0.019827194293897,0.0196356428050412,-0.126757120695708,-0.125814168992559,-0.124872107071247,-0.123930942701935,-0.122990684187891,-0.122051340378776,-0.121112920681911,-0.120175435071143,-0.119238894092956,-0.118303308869396,-0.117368691097378,-0.11643505304389,-0.115502407536591,-0.114570767949224,-0.113640148181271,-0.112710562631263,-0.111782026162997,-0.110854554064035,-0.109928161995667,-0.109002865933633,-0.108078682098676,-0.107155626876174,-0.10623371672385,-0.105312972080834,-0.104393417020275,-0.103475078938581,-0.102557988277206,-0.101642178273382,-0.100727684736399,-0.0998145458465211,-0.098902801973704,-0.0979924955137649,-0.0970836707397627,-0.0961763736666145,-0.0952706519272265,-0.094366554658563,-0.0934641323962631,-0.0925634369766137,-0.0916645214447911,-0.0907674399684628,-0.0898722477558739,-0.0889790009778398,-0.0880877566928993,-0.0871985727752698,-0.0863115078450166,-0.0854266212002265,-0.0845439727507803,-0.0836636229535803,-0.0827856327489523,-0.0819100634981227,-0.0810369769216931,-0.0801664350389684,-0.0792985001081574,-0.078433234567352,-0.0775707009763695,-0.0767109619593505,-0.0758540801482875,-0.0750001181273658,-0.0741491383782641,-0.0733012032264476,-0.0724563747884418,-0.0716147149202567,-0.0707762851668689,-0.0699411467130145,-0.069109360335103,-0.0682809863545555,-0.067456084592408,-0.066634714325397,-0.0658169342433929,-0.0650028024084439,-0.064192376215198,-0.0633857123529835,-0.0625828667694001,-0.0617838946355074,-0.0609888503126194,-0.0601977873207358,-0.059410758308562,-0.0586278150251586,-0.0578490082932317,-0.0570743879839323,-0.0563040029934674,-0.0555379012209705,-0.0547761295482706,-0.0540187338210005,-0.0532657588312314,-0.0525172483015786,-0.0517732448709596,-0.0510337900815429,-0.050298924367215,-0.0495686870432882,-0.048843116297649,-0.0481222491830938,-0.0474061216110643,-0.0466947683464246,-0.0459882230033043,-0.0452865180427283,-0.0445896847696302,-0.0438977533323289,-0.0432107527265503,-0.04252871078306
