gains_matrix_front1,gains_matrix_front2,gains_matrix_front3,gains_matrix_front4,gains_matrix_front5,gains_matrix_front6,gains_matrix_front7,gains_matrix_front8
9070,1.25,0.999999999999999,2.2014535343628,0.228232620078622,0.664141406972556,0.628392530251826,0.588853888980386
9070,2.5,0.707106781186545,1.48754514336037,0.347203472776662,0.734742624979327,1.1384411019819,0.862663357319726
9070,5,0.447213595499959,0.950517095095491,0.440244590391001,0.739531843869094,1.74612190342282,1.09300909045616
9070,7.5,0.316227766016838,0.688573011484183,0.4413019422751,0.669047828438834,1.97644586160197,1.13896751475723
9070,10,0.25,0.553548541594609,0.430377753965192,0.602740419478736,2.11314473184571,1.15398963485362
9070,12.5,0.204124145231932,0.462830760604294,0.418968493630024,0.537511731279464,2.27059096284419,1.17235386231757
9070,15,0.166666666666666,0.390297711013712,0.405094036389077,0.466203984337122,2.45500437851152,1.19315426086222
9070,17.5,0.14142135623731,0.340992302533441,0.395347508563803,0.403311164042622,2.68483679377835,1.22629036808861
9070,20,0.11180339887499,0.279582851652839,0.360371542494798,0.320532827629923,2.64234961937246,1.18336942681529
9070,22.5,0.091287092917528,0.237671890080062,0.340960684624536,0.246013542460643,2.78872607451273,1.19137859845944
9070,25,0.141421356237309,0.311249534608682,0.326086971814999,0.408055158615141,1.59201527557749,0.936548901558948
9070,27.5,0.141421356237309,0.309776398224397,0.329603509626717,0.402835058151365,1.62668299508856,0.947897084619236
9070,30,0.141421356237309,0.308527808548245,0.332416524338075,0.398013186736605,1.65640066203333,0.957345653962021
9070,32.5,0.141421356237309,0.307455614423518,0.33469980974445,0.393572793082685,1.68219182303132,0.965331670824381
